Article,Headlines,is_sarcasm
https://www.huffpost.com/entry/3-states-coronavirus-record_n_5ee984d8c5b6d0872c635d43,3 States See Record High In Daily Coronavirus Infections After Reopening,0
https://www.huffpost.com/entry/unemployment-benefits-scams-how-to-avoid_l_5ecfe9dac5b67cca0a5d3fbf,3 Ways To Spot An Unemployment Benefits Scam,0
https://www.huffpost.com/entry/unemployment-benefits-scams-how-to-avoid_l_5ecfe9dac5b67cca0a5d3fbf,3 Ways To Spot An Unemployment Benefits Scam,0
https://www.huffpost.com/entry/desks-for-small-spaces_l_5e6a7b11c5b6bd8156f39632,30 Desks For Small Spaces That Arent A Nightmare To Build,0
https://local.theonion.com/30-minute-silence-in-car-broken-with-we-re-making-good-1841144889,30-Minute Silence In Car Broken With Were Making Good Time,1
https://www.huffpost.com/entry/lose-job-save-erase-email-documents_l_5ede71f7c5b6906860591b5f,5 Actions You Should Take Now If You Think Youll Lose Your Job,0
https://www.huffpost.com/entry/lies-racial-diversity-workplace_l_5ee12991c5b60ce4ae9143d0,5 Lies About Racial Diversity In The Workplace You Need To Stop Believing,0
https://www.huffpost.com/entry/mistakes-managers-make-delivering-bad-news_l_5ec68b7cc5b673b47fcbc88b,5 Terribly Wrong Ways To Deliver Bad News When Youre A Manager,0
https://www.huffpost.com/entry/mistakes-managers-make-delivering-bad-news_l_5ec68b7cc5b673b47fcbc88b,5 Terribly Wrong Ways To Deliver Bad News When Youre A Manager,0
https://www.huffpost.com/entry/charleston-church-shooting-anniversary_n_5eea4d20c5b62d05dfb94f23,"5 Years After Charleston Church Shooting, South Carolina Protects Racist Monuments",0
https://www.huffpost.com/entry/poor-peoples-campaign-2020_n_5eecc7d1c5b6c7578fff14d1,"50 Years After MLK, Pastors Lead A New Poor Peoples March",0
https://www.huffpost.com/entry/seven-races-to-watch-on-the-first-big-primary-day-of-the-pandemic_n_5ed5f2f7c5b6e87a67b924a9,7 Races To Watch On The First Big Primary Day Of The Pandemic,0
https://entertainment.theonion.com/73-year-old-billie-eilish-breaks-silence-to-discuss-rav-1842161956,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,1
https://entertainment.theonion.com/73-year-old-billie-eilish-breaks-silence-to-discuss-rav-1842161956,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,1
https://entertainment.theonion.com/73-year-old-billie-eilish-breaks-silence-to-discuss-rav-1842161956,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,1
https://entertainment.theonion.com/73-year-old-billie-eilish-breaks-silence-to-discuss-rav-1842161956,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,1
https://entertainment.theonion.com/73-year-old-billie-eilish-breaks-silence-to-discuss-rav-1842161956,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://www.theonion.com/7-eleven-cancels-free-slurpee-day-1844069520,7-Eleven Cancels Free Slurpee Day,1
https://entertainment.theonion.com/8-unlikely-animal-friendships-1842426415,8 Unlikely Animal Friendships,1
https://entertainment.theonion.com/8-unlikely-animal-friendships-1842426415,8 Unlikely Animal Friendships,1
https://entertainment.theonion.com/8-unlikely-animal-friendships-1842426415,8 Unlikely Animal Friendships,1
https://entertainment.theonion.com/8-unlikely-animal-friendships-1842426415,8 Unlikely Animal Friendships,1
https://www.huffpost.com/entry/sponsor-black-colleague-ally-workplace_l_5ee110d6c5b663dac583b516,8 Ways You Can Help Boost A Black Colleagues Career,0
https://sports.theonion.com/89-year-old-football-fan-still-finds-it-surreal-that-dr-1843029326,89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him,1
https://sports.theonion.com/89-year-old-football-fan-still-finds-it-surreal-that-dr-1843029326,89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him,1
https://sports.theonion.com/89-year-old-football-fan-still-finds-it-surreal-that-dr-1843029326,89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him,1
https://sports.theonion.com/89-year-old-football-fan-still-finds-it-surreal-that-dr-1843029326,89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him,1
https://www.huffpost.com/entry/magic-the-gathering-dana-fischer_n_5ee9114dc5b6273a4c50b9fd,9-Year-Old Magic: The Gathering Player Champions Age And Gender Diversity,0
https://www.huffpost.com/entry/magic-the-gathering-dana-fischer_n_5ee9114dc5b6273a4c50b9fd,9-Year-Old Magic: The Gathering Player Champions Age And Gender Diversity,0
https://www.huffpost.com/entry/30-rock-reunion-is-sort-of-happening-and-we-want-to-go-to-there_n_5ee9259ec5b6273a4c50e17b,A 30 Rock Reunion Is Sort Of Happening And We Want To Go To There,0
https://www.huffpost.com/entry/30-rock-reunion-is-sort-of-happening-and-we-want-to-go-to-there_n_5ee9259ec5b6273a4c50e17b,A 30 Rock Reunion Is Sort Of Happening And We Want To Go To There,0
https://www.huffpost.com/entry/covid-19-treatment-weight-gain_n_5e824943c5b62dd9f5d401f6,A Doctor Stopped COVID-19 Treatment Because She Was Afraid I Could Gain Weight,0
https://ogn.theonion.com/a-life-unfinished-stephen-hawking-s-estate-just-reveal-1840480308,A Life Unfinished: Stephen Hawkings Estate Just Revealed The Genius Astrophysicist Died With Only 91% Completion For The Witcher 3,1
https://www.huffpost.com/entry/donald-trump-rally-tulsa-warning-doctors_n_5ee48d4cc5b6e78477a27d7b,A Setup For Disaster: Doctors Issue Ominous Coronavirus Warnings About Trump Rally,0
https://www.huffpost.com/entry/qualified-immunity-police-supreme-court_n_5ee79010c5b691bb23b4cfe7,A Shocking Dereliction Of Duty: Supreme Court Brushes Off Police Immunity Cases,0
https://www.huffpost.com/entry/qualified-immunity-police-supreme-court_n_5ee79010c5b691bb23b4cfe7,A Shocking Dereliction Of Duty: Supreme Court Brushes Off Police Immunity Cases,0
https://ogn.theonion.com/a-true-miracle-this-woman-just-gave-birth-to-a-nintend-1843606838,A True Miracle: This Woman Just Gave Birth To A Nintendo Switch,1
https://www.huffpost.com/entry/johnniqua-charles-you-about-to-lose-your-job_n_5eeb68dbc5b645146c2363bd,A Video Of Johnniqua Charles Being Detained Went Viral. She Wants Cops To Learn From It.,0
https://ogn.theonion.com/a-well-deserved-break-this-er-nurse-just-finished-a-15-1843108765,A Well-Deserved Break: This ER Nurse Just Finished A 15-Hour Shift And Is About To Get Destroyed In Call Of Duty: Warzone,1
https://ogn.theonion.com/a-well-deserved-break-this-er-nurse-just-finished-a-15-1843108765,A Well-Deserved Break: This ER Nurse Just Finished A 15-Hour Shift And Is About To Get Destroyed In Call Of Duty: Warzone,1
https://ogn.theonion.com/a-well-deserved-break-this-er-nurse-just-finished-a-15-1843108765,A Well-Deserved Break: This ER Nurse Just Finished A 15-Hour Shift And Is About To Get Destroyed In Call Of Duty: Warzone,1
https://ogn.theonion.com/a-well-deserved-break-this-er-nurse-just-finished-a-15-1843108765,A Well-Deserved Break: This ER Nurse Just Finished A 15-Hour Shift And Is About To Get Destroyed In Call Of Duty: Warzone,1
https://www.huffpost.com/entry/aclu-john-bolton-twitter-burn_n_5eea6029c5b68f6e3df612e3,ACLU Drags John Boltons Record After He Retweets Support Of His Book Release,0
https://local.theonion.com/acquaintances-at-happy-hour-break-into-cold-sweat-as-mu-1841208808,Acquaintances At Happy Hour Break Into Cold Sweat As Mutual Friend Announces She Going To Bathroom,1
https://www.huffpost.com/entry/adam-driver-bad-parenting-for-kylo-ren_n_5eebb20ac5b6fb7ffc864e17,Adam Driver Blames Han And Leias Bad Parenting For Kylo Ren,0
https://sports.theonion.com/adam-silver-shows-solidarity-with-players-by-inserting-1843756926,Adam Silver Shows Solidarity With Players By Inserting Self As Milwaukee Bucks Point Guard,1
https://www.huffpost.com/entry/adele-fights-back-tears-honoring-victims-of-grenfell-tower-fire-3-years-later_n_5ee8bd70c5b6881c9291090b,Adele Fights Back Tears Honoring Victims Of Grenfell Tower Fire 3 Years Later,0
https://sports.theonion.com/adorable-super-bowl-encourages-fans-to-adopt-abandoned-1841420374,"Adorable Super Bowl Encourages Fans To Adopt Abandoned, Stray Football Players",1
https://sports.theonion.com/adorable-super-bowl-encourages-fans-to-adopt-abandoned-1841420374,"Adorable Super Bowl Encourages Fans To Adopt Abandoned, Stray Football Players",1
https://www.huffpost.com/entry/relapse-addiction-covid-19-pandemic_n_5ec2df95c5b684c3d6072376,"After 7 1/2 Months Sober, I Relapsed During Quarantine. Heres What Happened.",0
https://www.huffpost.com/entry/coming-child-care-crisis-coronavirus-covid-19_n_5ea1fab4c5b6bb28aa34b642,"After Coronavirus, Nearly Half Of The Day Care Centers In The U.S. Could Be Gone",0
https://www.huffpost.com/entry/ellen-degeneres-george-floyd-black-lives-matter-response_n_5ed66cbbc5b682d7d88e78d2,"After Criticism, Ellen DeGeneres Expands Thoughts On Black Lives Matter",0
https://www.huffpost.com/entry/what-its-like-postpartum-ocd_n_5ec54bb0c5b6729758746bb9,"After Giving Birth, I Had Violent Thoughts About Hurting My Baby. Now I Know Why.",0
https://www.huffpost.com/entry/covid-19-couple-lockdown-love-apartment-paris_n_5e8628a0c5b6d302366ca9a7,"After Just Weeks Of Dating, My Boyfriend And I Are In Coronavirus Lockdown Together",0
https://www.huffpost.com/entry/coronavirus-survivor-donate-plasma-blood_n_5e8b7037c5b6e1a2e0f81860,"After Surviving COVID-19, This Woman Is Mobilizing Other Survivors To Save Lives",0
https://www.huffpost.com/entry/trump-tulsa-oklahoma-rally_n_5eee95adc5b6aac5f3a45f37,"After Weeks Of Anticipation, Trump Rally Crowd Underwhelms",0
https://www.huffpost.com/entry/bill-barr-defends-use-force-lafayette-protesters_n_5edd36a3c5b6511b62bec4b3,"AG Barr Defends Force Against D.C. Protesters, Says They Were Not Peaceful",0
https://www.huffpost.com/entry/al-sharpton-george-floyd-march_n_5ed94fd5c5b62ddc7429adb6,Al Sharpton Announces March On Washington In August,0
https://entertainment.theonion.com/alex-garland-recalls-discovering-personal-computers-whi-1842904389,Alex Garland Recalls Discovering Personal Computers While Researching Devs,1
https://entertainment.theonion.com/alex-garland-recalls-discovering-personal-computers-whi-1842904389,Alex Garland Recalls Discovering Personal Computers While Researching Devs,1
https://entertainment.theonion.com/alex-garland-recalls-discovering-personal-computers-whi-1842904389,Alex Garland Recalls Discovering Personal Computers While Researching Devs,1
https://entertainment.theonion.com/alex-garland-recalls-discovering-personal-computers-whi-1842904389,Alex Garland Recalls Discovering Personal Computers While Researching Devs,1
https://entertainment.theonion.com/alex-garland-recalls-discovering-personal-computers-whi-1842904389,Alex Garland Recalls Discovering Personal Computers While Researching Devs,1
https://www.huffpost.com/entry/90th-birthday-abolish-police-black-lives-matter_n_5ef0b566c5b68ca2e87cf2a0,All I Want For My 90th Birthday Is To Abolish The Police And Build Our Dream World,0
https://www.huffpost.com/entry/grant-napear-all-lives-matter-sacramento-kings_n_5ed7a747c5b6489c7fdd09b6,All Lives Matter Tweet Costs NBA Announcer Dearly,0
https://local.theonion.com/all-man-s-fun-facts-from-eisenhower-biography-from-prol-1843394610,All Mans Fun Facts From Eisenhower Biography From Prologue,1
https://www.huffpost.com/entry/yvonne-orji-hbo-comedy-special_n_5edab016c5b61875909f4a49,Allow Yvonne Orji To Reintroduce Herself,0
https://ogn.theonion.com/amazing-collaboration-nasa-is-working-with-nintendo-to-1842122074,Amazing Collaboration: NASA Is Working With Nintendo To Learn How They Got The ? Blocks In Mario Games To Float In The Air,1
https://ogn.theonion.com/amazing-collaboration-nasa-is-working-with-nintendo-to-1842122074,Amazing Collaboration: NASA Is Working With Nintendo To Learn How They Got The ? Blocks In Mario Games To Float In The Air,1
https://ogn.theonion.com/amazing-collaboration-nasa-is-working-with-nintendo-to-1842122074,Amazing Collaboration: NASA Is Working With Nintendo To Learn How They Got The ? Blocks In Mario Games To Float In The Air,1
https://ogn.theonion.com/amazing-detail-every-game-in-mlb-the-show-will-featu-1842378278,Amazing Detail: Every Game In MLB The Show Will Feature A Frustrated Father Sitting In The Stands Next To His Husky Son Playing A Nintendo DS,1
https://ogn.theonion.com/amazing-detail-every-game-in-mlb-the-show-will-featu-1842378278,Amazing Detail: Every Game In MLB The Show Will Feature A Frustrated Father Sitting In The Stands Next To His Husky Son Playing A Nintendo DS,1
https://ogn.theonion.com/amazing-lore-doom-eternal-creators-confirm-every-dem-1842430148,Amazing Lore: Doom Eternal Creators Confirm Every Demon You Fight In The Game Went To Hell For Masturbating As Teenagers,1
https://ogn.theonion.com/amazing-lore-doom-eternal-creators-confirm-every-dem-1842430148,Amazing Lore: Doom Eternal Creators Confirm Every Demon You Fight In The Game Went To Hell For Masturbating As Teenagers,1
https://ogn.theonion.com/amazing-lore-doom-eternal-creators-confirm-every-dem-1842430148,Amazing Lore: Doom Eternal Creators Confirm Every Demon You Fight In The Game Went To Hell For Masturbating As Teenagers,1
https://ogn.theonion.com/amazing-lore-doom-eternal-creators-confirm-every-dem-1842430148,Amazing Lore: Doom Eternal Creators Confirm Every Demon You Fight In The Game Went To Hell For Masturbating As Teenagers,1
https://ogn.theonion.com/amazing-news-gamers-everyone-is-having-a-great-time-pl-1842067758,Amazing News Gamers: Everyone Is Having A Great Time Playing Video Games,1
https://ogn.theonion.com/amazing-news-gamers-everyone-is-having-a-great-time-pl-1842067758,Amazing News Gamers: Everyone Is Having A Great Time Playing Video Games,1
https://local.theonion.com/amazon-reviewer-posts-selfie-with-purchased-toaster-1841101910,Amazon Reviewer Posts Selfie With Purchased Toaster,1
https://www.huffpost.com/entry/amber-riley-lea-michele-glee_n_5ed9069ec5b65756275842cf,Amber Riley On Lea Michele Drama: I Dont Give A S**t. People Are Out Here Dying,0
https://www.huffpost.com/entry/amc-masks-political-controversy_n_5eecb096c5b63ad95da91c0c,AMC Theatres Says It Wont Require Face Masks To Avoid Political Controversy [UPDATE],0
https://www.huffpost.com/entry/the-talk-parents-of-black-kids_n_5ee0039dc5b6716df298adaa,America Forced Me To Have The Talk With My Black Child Before I Was Ready,0
https://www.huffpost.com/entry/america-racism-world-george-floyd_n_5edb7986c5b6287169ee00bb,America Has Tried And Failed To Explain Its Racism To The World,0
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.theonion.com/american-airlines-suspends-alcohol-service-for-economy-1844078424,American Airlines Suspends Alcohol Service For Economy Class,1
https://www.huffpost.com/entry/american-police-are-at-war-with-democracy-itself_n_5eda78b4c5b637a3e777a768,American Police Are At War With Democracy Itself,0
https://www.huffpost.com/entry/american-police-are-at-war-with-democracy-itself_n_5eda78b4c5b637a3e777a768,American Police Are At War With Democracy Itself,0
https://www.theonion.com/americans-react-with-indifference-after-first-case-of-c-1843540106,Americans React With Indifference After First Case Of Coronavirus Spreading To Pet Ferret,1
https://www.huffpost.com/entry/racial-justice-trump-judicial-nominee-cory-wilson_n_5ee24e75c5b6108fd791419b,"Amid Racial Justice Marches, GOP Advances Trump Court Pick Hostile To Civil Rights",0
https://www.huffpost.com/entry/police-in-schools_n_5ed6803ec5b68a110026cd58,"Amid Uprisings, Schools Consider Terminating Their Contracts With Police",0
https://politics.theonion.com/amy-klobuchar-enters-18th-minute-of-tense-standoff-with-1841264371,Amy Klobuchar Enters 18th Minute Of Tense Standoff With Iowa Rally Crowd Who Havent Laughed At Her Joke,1
https://www.theonion.com/an-alarming-crime-scene-in-new-england-1842318800,An Alarming Crime Scene In New England,1
https://www.huffpost.com/entry/ultimate-roundup-of-black-owned-businesses-brands-to-support_l_5eea3b60c5b6a4bce77c2d31,An Ultimate Guide To Black-Owned Businesses To Support Now And Always,0
https://www.huffpost.com/entry/ultimate-roundup-of-black-owned-businesses-brands-to-support_l_5eea3b60c5b6a4bce77c2d31,An Ultimate Guide To Black-Owned Businesses To Support Now And Always,0
https://www.huffpost.com/entry/anderson-cooper-andy-cohen-fathers-day-virtual-meeting_n_5ef0a6c1c5b6624a2b4c9db1,Anderson Cooper And Andy Cohen Marked Fathers Day By Introducing Their Sons,0
https://www.huffpost.com/entry/anderson-cooper-donald-trump-testing-coronavirus_n_5ee87da3c5b6b275c04fa264,Anderson Cooper Debunks Trumps Latest Coronavirus Claim With Basic Child Psychology,0
https://www.huffpost.com/entry/anderson-cooper-kayleigh-mcenany-churchill-trump_n_5ed897c8c5b6513fdffcea76,Anderson Cooper Dismantles Kayleigh McEnanys Like Churchill Defense Of Trump,0
https://www.huffpost.com/entry/anderson-cooper-gloria-vanderbilt-anniversary-tribute_n_5eeb6b15c5b6c8594c7f0301,Anderson Cooper Honors Mom Gloria Vanderbilt On 1-Year Anniversary Of Her Death,0
https://www.huffpost.com/entry/anderson-cooper-son-wyatt-morgan-people-magazine-cover_n_5edfbdfbc5b6d4bfcd57e402,"Anderson Cooper Joins Son Wyatt On Peoples Cover, Says Fatherhood Is Extraordinary",0
https://www.huffpost.com/entry/anderson-cooper-son-wyatt-morgan-people-magazine-cover_n_5edfbdfbc5b6d4bfcd57e402,"Anderson Cooper Joins Son Wyatt On Peoples Cover, Says Fatherhood Is Extraordinary",0
https://www.huffpost.com/entry/anderson-cooper-cornel-west-cnn_n_5ee051dbc5b61417f817cfb3,Anderson Cooper Moved To Tears During Interview With Cornel West About Racial Justice,0
https://sports.theonion.com/andy-reid-after-super-bowl-win-i-can-now-die-of-a-hea-1841429266,Andy Reid After Super Bowl Win: I Can Now Die Of A Heart Attack In Peace,1
https://sports.theonion.com/andy-reid-after-super-bowl-win-i-can-now-die-of-a-hea-1841429266,Andy Reid After Super Bowl Win: I Can Now Die Of A Heart Attack In Peace,1
https://ogn.theonion.com/animal-crossing-new-horizons-developers-confirm-no-o-1842424849,"Animal Crossing: New Horizons Developers Confirm No One Can Hurt You Here, No One Can Make You Scared",1
https://ogn.theonion.com/animal-crossing-new-horizons-developers-confirm-no-o-1842424849,"Animal Crossing: New Horizons Developers Confirm No One Can Hurt You Here, No One Can Make You Scared",1
https://www.huffpost.com/entry/anna-wintour-apology-race-mistakes_n_5ee1396cc5b6495f42efbd48,Anna Wintour Apologizes For Race-Related Mistakes In Vogue Magazine,0
https://ogn.theonion.com/answering-the-call-bungie-announced-that-master-chief-1842902437,Answering The Call: Bungie Announced That Master Chief Is Available To Fight Coronavirus But Isnt Sure How To Make That Happen,1
https://ogn.theonion.com/answering-the-call-bungie-announced-that-master-chief-1842902437,Answering The Call: Bungie Announced That Master Chief Is Available To Fight Coronavirus But Isnt Sure How To Make That Happen,1
https://ogn.theonion.com/answering-the-call-bungie-announced-that-master-chief-1842902437,Answering The Call: Bungie Announced That Master Chief Is Available To Fight Coronavirus But Isnt Sure How To Make That Happen,1
https://ogn.theonion.com/answering-the-call-bungie-announced-that-master-chief-1842902437,Answering The Call: Bungie Announced That Master Chief Is Available To Fight Coronavirus But Isnt Sure How To Make That Happen,1
https://www.huffpost.com/entry/anthony-fauci-donald-trump-coronavirus-2-weeks_n_5ee9df6ec5b62e20f56dee34,Anthony Fauci Hasnt Talked With Trump About Coronavirus In 2 Weeks,0
https://www.huffpost.com/entry/anthony-fauci-trump-tulsa-rally-risk_n_5eed377cc5b6d30db989a225,Anthony Fauci Warned White House That Tulsa Rally Would Be Dangerous: Report,0
https://www.theonion.com/anti-cyberbullying-campaign-encourages-kids-to-get-out-1841838133,Anti-Cyberbullying Campaign Encourages Kids To Get Out There And Do It In Person,1
https://www.huffpost.com/entry/anti-racism-protests-us-cities_n_5ee430b0c5b6f680c46b3e8d,Anti-Racism Protests Held Coast To Coast Across U.S.,0
https://local.theonion.com/antsy-nursing-home-residents-counting-down-seconds-unti-1842961884,Antsy Nursing Home Residents Counting Down Seconds Until They Can All Get Back To Fucking Each Other,1
https://local.theonion.com/antsy-nursing-home-residents-counting-down-seconds-unti-1842961884,Antsy Nursing Home Residents Counting Down Seconds Until They Can All Get Back To Fucking Each Other,1
https://www.huffpost.com/entry/jim-mattis-trump-george-floyd_n_5ed82be2c5b61583150ba893,Appalled Jim Mattis Says Trump Has Divided The Nation,0
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://www.theonion.com/archaeologists-may-have-discovered-oldest-theater-in-lo-1844009962,Archaeologists May Have Discovered Oldest Theater In London,1
https://local.theonion.com/area-dad-sure-knows-a-lot-about-local-weather-woman-1841137049,Area Dad Sure Knows A Lot About Local Weather Woman,1
https://entertainment.theonion.com/area-man-unaware-lifelong-aerosmith-fandom-caused-by-ea-1842066236,Area Man Unaware Lifelong Aerosmith Fandom Caused By Early Imprinting Of Steven Tyler As Father Figure,1
https://entertainment.theonion.com/area-man-unaware-lifelong-aerosmith-fandom-caused-by-ea-1842066236,Area Man Unaware Lifelong Aerosmith Fandom Caused By Early Imprinting Of Steven Tyler As Father Figure,1
https://entertainment.theonion.com/area-man-unaware-lifelong-aerosmith-fandom-caused-by-ea-1842066236,Area Man Unaware Lifelong Aerosmith Fandom Caused By Early Imprinting Of Steven Tyler As Father Figure,1
https://www.huffpost.com/entry/arnold-schwarzenegger-coronavirus-masks_n_5eec7f63c5b69d4e08765402,Arnold Schwarzenegger Goes Full Terminator On People Politicizing Face Masks,0
https://www.huffpost.com/entry/black-lives-matter-protests-international_n_5edc555dc5b6b204a6a2fcf3,Around The World: Black Lives Matter,0
https://www.huffpost.com/entry/coronavirus-healthcare-rationing-medical-ethics-disability_n_5e7a2b0dc5b6f5b7c54bb117,"As A Disabled Person, Im Afraid I May Not Be Deemed Worth Saving From The Coronavirus",0
https://www.huffpost.com/entry/grocery-store-employee-covid-19_n_5e78c99ac5b6f5b7c54839ae,"As A Grocery Store Worker, Im On The Frontline Of Coronavirus And Im Overwhelmed",0
https://www.huffpost.com/entry/police-reform-democrats-catch-22_n_5ed822b2c5b6920c0ac1510d,"As Congress Tries To Reform Policing, Democrats Face Classic Legislative Dilemmas",0
https://www.huffpost.com/entry/what-to-know-daycares-opening-coronavirus_n_5ee163cdc5b6f3f8e018f1e7,"As Day Cares Open Back Up, Heres What Parents Should Be Considering",0
